data,label,vector
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSAzIFdIRVJFIGBjb2wyYCA9ICdycXNqeXFocW5ndGFkdScgT1IgYGNvbDJgID0gMjA3NjUwODE2MCBMSU1JVCAxNzExMDc5NDI0Ow==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgIDwgIiUnOwpDUkVBVEUgT1IgUkVQTEFDRSBGVU5DVElPTiBTTEVFUChpbnQpIFJFVFVSTlMgaW50IEFTICcvbGliL2xpYmMuc28uNicsJ3NsZWVwJyBsYW5ndWFnZSAnQycgU1RSSUNUOwogU0VMRUNUIHNsZWVwKDUpIEFORCAnJSc9JyIgT1IgYGNvbDNgID0gJ3onOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 1 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDNgLCBgY29sMWAgRlJPTSBgdGFiYCBXSEVSRSBgY29sMmAgTElLRSAiJSdjJyUiIExJTUlUICciKSBBUyBJUHVFIFdIRVJFIDkyOTI9OTI5MiBBTkQgNjA2OD0oU0VMRUNUIDYwNjggRlJPTSBQR19TTEVFUCg1KSktLSBhWGZkJywiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVCh0YWJsZV9uYW1lKSBGUk9NIChTRUxFQ1QgRElTVElOQ1QodGFibGVfbmFtZSksIFJPV05VTSBBUyBMSU1JVCBGUk9NIHN5cy5hbGxfdGFibGVzKSBXSEVSRSBMSU1JVD0yKSkgQU5EICdpJz0naSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCBMSUtFICIlJ3YnJSIgT1IgYGNvbDFgIExJS0UgIiUnbSclIiBPUiBgY29sM2AgPCAiJykpKSBBTkQgRUxUKDUxNjg9NTE2OCxTTEVFUCg1KSkgQU5EICgoKCdEbWtLJz0nRG1rSyIgTElNSVQgIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgRElTVElOQ1QoVVNFUk5BTUUpIEZST00gKFNFTEVDVCBESVNUSU5DVChVU0VSTkFNRSksIFJPV05VTSBBUyBMSU1JVCBGUk9NIFNZUy5BTExfVVNFUlMpIFdIRVJFIExJTUlUPTUpKSBBTkQgJ2knPSdpIjs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0
 1 1 0 1 0 0 1 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAiJykpKSBVTklPTiBBTEwgU0VMRUNUIE5VTEwsTlVMTCxOVUxMLE5VTEwjIiApOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSAzIFdIRVJFIGBjb2wzYCA9IC0zMzQyMzM2MCBPUiBgY29sMmAgPSAncG12anBueXppJyBPUiBgY29sMmAgPSAtMTUyNTAyMjcyMDs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCA+PSAtOTgxNzk0ODE2IExJTUlUIC03OTE4NzE0ODgsMTY4NzA5MzI0ODs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSAyIFdIRVJFIGBjb2wxYCBMSUtFICclJ28nJSc7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAiJykpIEFTIENvZ0UgV0hFUkUgNDM1Nz00MzU3OwpCRUdJTiBEQk1TX0xPQ0suU0xFRVAoNSk7CiBFTkQtLSBCTUdqIiApOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgIiUnYWJvdXQnJSIgQU5EIGBjb2wzYCBMSUtFICclJ2JxJyUnOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID0gIicpIEFORCA3MDMwPUNPTkNBVChDSEFSKDExMykrQ0hBUigxMjIpK0NIQVIoMTEyKStDSEFSKDk4KStDSEFSKDExMyksKFNFTEVDVCAoQ0FTRSBXSEVOICg3MDMwPTcwMzApIFRIRU4gQ0hBUig0OSkgRUxTRSBDSEFSKDQ4KSBFTkQpKSxDSEFSKDExMykrQ0hBUigxMjApK0NIQVIoMTE4KStDSEFSKDExMykrQ0hBUigxMTMpKS0tIHRMRkkiIExJTUlUICcpIEFTIG5pYmEgV0hFUkUgNTM4MD01MzgwOwpTRUxFQ1QgKENBU0UgV0hFTiAoNDYwNT00NjA1KSBUSEVOIDEgRUxTRSA0NjA1KihTRUxFQ1QgNDYwNSBVTklPTiBBTEwgU0VMRUNUIDkxMTIpIEVORCktLSc7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0]"
U0VMRUNUIEJFTkNITUFSSyg1MDAwMDAwLE1ENSgweDU0NDE1ODczKSktLSBuVGlRJyApOwpVUERBVEUgYHRhYmAgU0VUIGBjb2wxYCA9IDYgV0hFUkUgYGNvbDFgID49ICInIG9yIHVzZXJuYW1lIGlzIG5vdCBOVUxMIG9yIHVzZXJuYW1lID0gJyIgT1IgYGNvbDJgID49ICInIG9yICc3NjU5Jz0nNzY1OSIgT1IgYGNvbDFgID49ICInfHwnNiIgTElNSVQgIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgRElTVElOQ1QodGFibGVfbmFtZSkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKHRhYmxlX25hbWUpLCBST1dOVU0gQVMgTElNSVQgRlJPTSBzeXMuYWxsX3RhYmxlcykgV0hFUkUgTElNSVQ9MykpIEFORCAnaSc9J2kiOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 0 0 0 0]"
